ndc11,DRUG
00045152010,Excedrin Extra Strength
63323018001,Pyridoxine
00406055262,OxycoDONE Liquid
00182845389,Acetaminophen (Liquid)
51079074520,Miglitol
00071307513,Pramoxine-Mineral Oil-Zinc
00781711355,fentaNYL
61570054120,Trimethobenzamide
00597003234,Clonidine
60492005101,Hepatitis B Immun Globulin (HepaGam B)
00045006701,LevoFLOXacin
49502069724,Detrol LA
00165005441,Uro-Mag
00409115170,Heparin Flush Port 
00310020137,anastrozole
00641040025,Flecainide Acetate
00406051201,percocet
66758000802,Ephedrine
00409490234,dextrose
00049392083,Ziprasidone Mesylate
00641040025,Darbepoetin Alfa In Polysorbate
00409663734,sodium bi
00299382060,Metronidazole
51079080120,Tretinoin (Emollient) 0.04%
51079080120,Halobetasol Propionate
00299382060,Metronidazole cream 1%
00998030315,Alphagan P
00172531210,Ciprofloxacin
00409614309,Acetic Acid 0.04% Soln
00009513503,Acetic Acid
00009513503,Acetic Acid Glacial 0.04%
00264190955,Nephramine 2.7%
00338004804,NS (Irrigation Bottle)
00409904202,Bupivacaine 0.25%-Epinephrine
51079016120,Acetaminophen w/Codeine Elixir
55390013020,ATRIPLA
00074444005,ATRIPLA
61314022705,Timolol Maleate 0.5% GFS
00517293025,sodium
00338500241,Sarafem
51079032220,DYGASE
00258361301,Isosorbide Dinitrate ER
50383068304,mu
00069098030,*NF* Sunitinib
00054848616,*NF* Sunitinib
00069098038,Sunitinib
00069098038,*NF* Sunitinib
63395020113,Evoxac
00574012004,char
00409663734,sodium bic
50383068304,Hexavitamin
51079012620,Lactobacillus Acidophilus
68094021462,Carbamazepine Chewable Tabs
00143178701,CALCIUM 500+D
00182844789,Vitamin C
00555058901,Didanosine EC
00904215461,Isosorbi
00182616840,DiphenhydrAMINE
00002140701,quiniDINE Gluconate
51079025520,Nevanac
00008084199,Rozerem
00517570425,Namenda
51079041720,Nevanac
00182844789,Vigamox
00182844789,Strattera
00703507937,Hespan
00703702103,Haloperidol Decanoate
00409471332,Lidocaine 
00186023003,Lidocaine
00338001702,Sodium Bicarbonate
00338001702,DOPamine
00338001702,Norepinephrine
00338001702,Lidocaine Jelly 2% (Urojet)
51079087101,Sodium Bicarbonate
51079087101,Nitroglycerin Ointment  2%
51079087101,Phenylephrine
54569523500,Ocuvite
00078017605,Fluvastatin
00054002821,cilostazol
00168000580,Triamcinolone Acetonide 0.025% Ointment
00023031204,White Petrolatum-Mineral Oil
00168027338,Bacitracin-Polymyxin 
00182853489,Arthrotec 50
00121065721,Iquix
54838054070,Citalopram
10019051002,Diltiaz
37205014472,Ascorbic Acid (Liquid)
49884079474,Capoten
00052010630,Remeron SolTab
00054327099,Fluticasone
00206885416,Zosyn Desensitization
00409115170,hepar
17478071110,lidocain
61570003310,Neomycin-Polymyxin-HC Otic Susp
00182004789,Insulin Pump
00409672924,Insulin Pump
00182117089,Insulin Pump
63653117103,Insulin Pump
00487980125,Ipratropium Brom
00024059010,Oxaliplatin
50242006101,Bevacizumab
00009026002,Colestipol
00009026002,Nascobal
00009019016,Zovia 1/35E (28)
00641111433,Morphine Sulfate For Inhalation
00409126130,Morphine Sulfate For Inhalation
00085173302,Avelox
00006494300,Magnesium Sulfate
00006494300,Potassium Chloride
00409490234,Atropine Sulfate
51079042420,Cilostaz
68516320003,Factor 9 Complex
59011010020,Medrol (Pak)
00703280403,Pancuronium Bromide (NICU)
00781183801,NEO*PO*Captopril
13551050105,Trimethoprim Oral Soln
00091415060,Ergocalciferol (Vitamin D2)
00091415060,Ergocalciferol
10019002803,Seasonale
00182844789,Yasmin 28
00409118069,Meperidine
00182844789,Lidocaine 1% P.F.
00597008717,Atrovent HFA
00013746686,VinCRIStine (Oncovin)
24477001015,Brimonidine
60432021208,Prednisolone
00023916332,Lotemax
52959067430,Diphenhydramine HCl 2%
00045006601,Calcium Gluconate
00409663734,Calcium Gluconate
00338055002,Candesartan
00904578961,Acyclovir suspension
50242004413,Acyclovir suspension
00409792337,Byetta (Exenatide)
63323016101,Uroxatral
08290036005,Glucotrol XL
00056017675,Benicar HCT
00056017675,Januvia
00409115170,Heparin Flush (10 units/mL)
00406833062,Erlotinib (Tarceva)
51079098620,Femhrt 1/5
00071015723,Phenylephrine
00071015723,Lidocaine 1% P.F.
00071015723,Metoprolol
00338004902,Propofol
00338004902,Albuterol 0.083% Neb Soln
00338004902,Ipratropium Bromide Neb
00338004938,Potassium Chloride
00078017905,Terbinafine
00904552461,Metoprolol
00904552461,Magnesium Sulfate
00904552461,Lidocaine 1% P.F.
00904552461,Diltiazem
00071015723,Potassium Chloride
00056017275,Metoprolol
50474059540,Diltiazem
50474059540,Oxycodone-Acetaminophen
50474059540,Metoprolol
50474059540,Magnesium Sulfate
51079074720,Potassium Chloride
51079074720,Calcium Gluconate
64253033335,Diltiazem
64253033335,Metoprolol
52959067430,Nitroglycerin SL
00338004902,Lorazepam
00338004902,Diltiazem
00338004902,Esmolol
00338004902,Metoprolol
00074198530,Fentanyl Citrate
00904404073,Propofol
00641040025,Fentanyl Citrate
00338001702,Phenylephrine
00338001702,Mannitol 20%
00071023724,Ethosuximide
00071241823,Ethosuximide
00182845389,Leuprolide Acetate
00004003909,valganciclovir
50633012011,Digoxin Immune Fab
00085173302,moxifloxacin
00409205105,Ketamine 
54569523500,Chlorhexidine Gluconate
00472132002,Nystatin Oral Susp (Self Med)
00409330803,Acetylcysteine 20%
51079012620,Lovastatin
49281058905,"Meningococ Vac A,C,Y,W135 (PF)"
00025273231,Disopyramide CR
24090047188,Propra
51079011820,DiCYCLOmine
00004003909,ValGANCIclovi
63323026201,Ondansetron
24208046325,Latanoprost 0.005% Ophth. Soln.
00004196401,CeftriaXONE Desensitization
52544007730,Testosterone 4 mg Patch
00074611411,Valproic Acid
00338069104,Ondansetron
00338069104,Metoprolol Tartrate
00904585361,ATRIPLA
50458092510,ATRIPLA
00703239403,Rocuronium
00781320995,CeftriaXONE
51672412401,Carbamazepine (Extended-Release)
61553025409,Ropivacaine 0.2%
00121054410,Propofol
51079045420,Olmesartan
63739002401,Aspirin Desensitization (Angioedema)
00517234010,*NF* Iron Sucrose
00182116189,Insulin Pump
00409198530,Insulin Pump
00054839224,Insulin Pump
00054818125,Dexametha
00054818125,Dexameth
00054817625,Dexamet
00054817625,Dexameth
08290036005,Apri 0.15mg-0.03mg Tab
00093312501,DiCLOXacillin
00456261490,dilt
10147170007,Itraconazole
61958060201,Emtricitabine
55513022101,Romiplostim
00781210301,Tacrolimus Suspension
63323026201,Propofol
49281040015,Tetanus-DiphTox-Acellular Pertuss (Adacel)
67457021102,Fomepizole
00071041813,Nitroglycerin SL
10147088106,galantamine
00172433010,MetFORMIN (Glucophage)
00781305714,"Preservision (lutein, vit c, vit e, zinc, copper)"
00378616001,Propranolol
51079000220,"Preservision (lutein, vit c, vit e, zinc, copper)"
00054023524,Morphine
58160082011,Hepatitis B Vaccine
00406717162,Ultram
00143987201,Propranolol
63323027810,VinBLAStine (Velban)
55390009010,Dacarbazine
00703315401,Bleomycin
11523726808,Ex-Lax Maximum Strength
17478021612,Naphazoline 0.1% Ophth
00131181067,Lacosamide *NF*
00143120101,rivastigmine
63739026110,CarafATE
00186502228,Nexium
58016030000,Acebutolol
00115821101,dutasteride
00338004304,dutasteride
00409128331,Budesonide (Nasal)
00904404073,budesonide
63323016101,Ketorolac Tromethamine
00781155613,Isordil
00245018101,Zomig 2.5mg ODT tabs
00338055318,Zomig 2.5mg -ZMT tabs
65197000201,Triamterene
00904516561,Insulin Pump (Self Administering Medication)
00409672924,Insulin Pump (Self Administering Medication)
00143148001,Propylthiouracil
58177022211,Isosorbide Mononi
00590032435,Warfarin
00703680104,MedroxyPROGESTERone Acetate
00409651001,Vancomycin
00591321472,Fentanyl Patch
00904224461,Docusate Sod
00121054410,Docusate Sod
00472011720,Tretinoin 0.025% Cream
59762372802,Clindamycin
65649023141,Azathioprine
00409198530,Mometasone
00300154430,Omeprazole
00009001104,Hydrocortisone Na Succ
87701071218,cyanoc
51079025520,Enablex
00245004101,Enablex
55390034810,Enablex
00904404073,Aspirin 81 mg/ Placebo
00904404073,Aspirin 325mg/ placebo
68220014015,Hydrocortisone Acetate 10%  Foam
00264780020,0.9% Sodium Chloride (EXCEL BAG)
00409662502,Sodium Bicarbo
00071036940,Phenytoin 
00536407701,Niac
68084037421,*NF* Bicalutamide
00056017675,bicalutamide
00054315440,Cocaine 4% Soln
00472500360,Ny
54868534800,Temodar
00245005301,Ferrous Sulfate (Liquid)
00071015892,Symbicort
00168007115,Gentamicin 0.1% Cream
00008117901,Temsirolimus
00517293025,23.4% Sodium Chloride
48102000735,Bacitracin Ophthalmic Oint
55390005210,Leucovorin Calcium
00054017613,Buprenorphine
00054017613,Phenylephrine
00054017613,Propofol
58177023811,Isosorbide Mono
00456320563,Exelon Transdermal Patch
00173066100,Abacavir Oral Solution
00245004101,Potassium 
63739002401,Aspirin 
51672200306,Clotrimazole 1% Vaginal Cream
62584014201,Oxcarbazepine
68180012401,Cephalexin Desensitization
00904585361,Ibuprofen Suspension
00409198530,Lorazepam 2mg syringe 
60258000601,Phosphorus
00904404073,aspir
00009454401,Detrol LA
00172428510,Verapa
00182116189,Actonel
00182116189,XIBROM
00121043130,XIBROM
58177020211,XIBROM
00002871501,insulin 
66220020730,Acetylcysteine (IV)
00338055318,Phenylephrine
00338055318,Calcium Gluconate
00409419701,Insulin Pump
00054023755,Morphine Sulfate
00904404073,Aspirin Desensitization (AERD)
63739002401,Aspirin Desensitization (AERD)
00904404073,Asp
51079096620,Requip XL
00409329906,Sodium Acetate
66591091332,OxycoDONE Concentrate
00131248035,Vimpat
00078044705,benazepril
00078044805,benazepril
00071035060,Phenelzine Sulfate
67386050152,PENTobarbital sodium
59148007091,Busulfan
55390013910,Polymyxin B Sulfate
50458030711,Risperidone Long Acting Injection
61553020648,Phillips Milk of Magnesia
50419035703,Alemtuzumab
66553000401,docosanol
00054817625,Dex
00054817625,Dexam
00054818125,Dex
00597001314,Ayr Saline Gel
00173024256,coenzyme Q10
00904052361,coenzyme Q10
00056017075,coenzyme Q10  200mg
64253033335,Heparin Flush (100 units/mL)
00781143813,Fluphenazine
00338004903,PHENYLEPHrine
00338004903,Phenylephrine
00054023755,Morphine S
00310027539,QUEtiapine
00071036940,Phenytoin Infatab
00023031204,Midazolam
00023031204,Fentanyl
00023031204,PHENYLEPHrine
00023031204,Potassium Chloride (Powder)
00023031204,Potassium Chloride
68516521402,Albumin 
00182144464,Afrin
50111032501,Bethanechol
58177022211,imd
00703239403,rocuronium
51079094420,BuPROPion (Sustained Release)
00310072010,Fulvestrant (Faslodex)
00093008801,Sulfameth
00002751101,HumaLOG Mix 75-25
00054864816,Oxycodone-Acetaminophen (5mg-325mg)
61314022705,timolol
00517090125,Acetaminophen
00597018590,Mirapex
63323031461,Telbivudine
00338035703,Tyzeka (Telbivudine)
00054817625,Dexa
00054818125,Dexam
63323030201,Norepinephrine
00409792337,PHENYLEPHrine
00006473900,Vasopressin
00006473900,DOPamine
63323026965,Potassium Chloride
00338001702,PHENYLEPHrine
00338001702,Magnesium Sulfate
00338001702,Propofol
32909094503,Volumen (Barium Sulfate 0.1% Suspension)
66758001604,PHENYLEPHrine
10019003867,fentaNYL citrate (PF)
00065074112,Tetracaine HCl
51079087020,Carbamazepine Chewable Tabs
00087277235,irbesartan
00087277331,irbesartan
55513007330,cinacalcet
00003085222,Dasatinib
63402051224,levalbuterol HCl
10939003722,Coenzyme Q10 Study Drug
00574705050,Bisaco
00182853489,Bisaco
00034180080,Fentanyl Citrate
63323026920,Fentanyl
00409128331,Chantix
00555013809,gala
00536407701,Niaspan Extended-Release
00006027731,JanUVIA
00904198861,"PreserVision( vit A,C,E-zinc-copper)"
00597008717,Midazolam
59310057920,Fentanyl
00409198530,Propofol
49502050001,Epineph
00904516561,Symbicort
00904322035,carbamide peroxide
63323040302,Fosphenytoin
00472500360,Nystat
58016103201,Ampicillin
68180012401,Cephalexin
00006351659,Imipenem-Cilastatin *NF*
00121054410,Heparin
54838000530,Vitamin E
61553018352,Morphine Infusion ? Comfort Care Guidelines
00054817525,Dexa
00054817625,Dexamethason
00781305714,Prempro
00186037220,Symbicort
00338355248,Heparin
00168026615,Betamethasone Dipro 0.05% Augmented Gel
00004003909,ValGANCIclov
00074347303,Leuprolide Acetate
00004025001,Tretinoin Suspension
00338001702,Zanamivir
54868479700,Acular LS
66993000860,Pletal
00409428201,Lidocaine 2%
67286081201,NiCARdipine
00536407701,nia
00536407701,Niacin sr
00536407701,Niaci
00131541070,Lacosamide
00904526161,Avodart
00548301200,Avodart
00173093356,VALACYCLOVIR
00046047181,Prop
63739002401,Symbicort
44206310101,Cytomegalovirus Immune Glob
63323031510,Ganciclovir
00310032165,Meropenem Desensitization
58468010002,Clofarabine  *IND*
61553011841,Nitroglycerin
00245018201,Valproic Acid
60505250201,Arava
33332001201,Arava
00093017456,Arava
00555080802,Tretinoin (ATRA-All Transretinoic Acid)
63459060010,Arsenic Trioxide *NF*
00024515010,Rasburicase
53489055201,Rythmol SR
00009770901,Cromolyn Sodium (Nasal Inhalation)
00409128331,Nexium
51079025520,Mobic
00088115330,Forteo
00085177701,Ciprofloxacin HCl
51079063220,Prazosin
51079090620,Avodart
00132000119,Sodium Phosphate
68084037421,Bicalutamide
00338004904,Dutasteride
00185077130,bisoprolol fumarate
00006473900,Fleet Enema
00009041701,Testosterone Cypionate
00378204201,Bromocriptine Mesylate
49884029812,Amoxicillin-Clavulanic Acid
00338004303,0.45% Sodium Chloride
00338001704,Liothyronine
00574705050,Biscolax
00008083303,Venlafax
00944270005,GammaGARD Liquid
51079075920,Taclonex
55390000401,Lidocaine 1% P.F.
55390000401,Fentanyl
55390000401,DOPamine
55390000401,Propofol
55390000401,Atropine Sulfate
00597018461,Mirapex
00781210301,Sodium Bicarbonate
00172364910,glipiZIDE
63323031110,Calcium Gluconate Replacement (Critical Care and Oncology)
00591048701,Estradiol
50242010039,Dornase alfa
00006473900,Lorazepam
00338004903,Midazolam
00338004903,Propofol
00338004903,Fentanyl Citrate
00409127332,Valium
00781176413,Imipramine
00056017675,Lantus Solostar
00056017675,Humalog KwikPen
00536338101,Propofol
00182844789,Acetaminophen (Rectal)
00256015201,Potassium Chloride (Powder)
00182050789,Diazepam
00409606211,Fentanyl Citrate
00409606211,Calcium Gluconate
00409606211,Midazolam
63323076350,PACLItaxel (TaxOL)
51079045620,Simvastin or Placebo
00006473900,Furosemide
00006473900,Morphine
51079013120,Atrovent
00409318201,Lidocaine 2%/Epinephrine P.F.
00245002322,ammonium lactate
00143119550,Chloroquine
61553008348,Propofol
61553008348,Norepinephrine
61553008348,Phenylephrine
00074380511,REVLIMID
00172428010,Verapa
63323061401,Propofol
00338519741,Norepinephrine
00338519741,PHENYLEPHrine
00338519741,Phenylephrine
00338519741,Propofol
00093521193,Avodart
51079029420,theophylline
00074707013,theophylline
00074707013,Avodart
00406051262,theophylline
00406051262,Avodart
60258000601,Neutra
00591354060,BuPROPion (Sustained Release)
58160087546,Dextrose 50%
58160087546,Magnesium Sulfate
58160087546,DOPamine
63323026201,Calcium Gluconate
63323026201,Atropine Sulfate
00409779362,Insulin Pump
00781305714,Insulin Pump
12870000102,Insulin Pump
00456261490,Insulin Pump
00409163802,Insulin Pump
00406717162,Insulin Pump
00517570425,Insulin Pump
44206025110,Albumin 25% (12.5g / 50mL)
58177020211,Potassium Chloride (Powder)
00168027338,Bacitracin-Polymyxin Ointment
00182853489,Ocuvite
59762306003,Ocuvite
00409663734,sodium
54569104600,Promethazine
59762153005,Combigan
51079045120,darifenacin
00904224461,darifenacin
13310011907,Colchicine
60505260400,Travatan Z
00409318101,Lidocaine 1.5%/Epinephrine P.F.
00536338101,Potassium Chloride
00536338101,Lidocaine 1% P.F.
50242006201,*NF* Erlotinib
60432046608,Dexamethasone 
51672126403,Fluocinonide 0.05% Ointment
00378504191,Stavudine
60432046608,Dexamethaso
00074612290,fenofibrate micronized
00172375473,PACLItaxel (TaxOL)
00409672924,Norepinephrine
51991045757,Dextrose 50%
00338004904,lysine 500mg tablets
51079000220,SEROquel XR
00338004938,Haloperidol
00009001104,Hydrocortisone
67386041151,Asparaginase
00078043815,Imatinib Mesylate
00409428201,Lidocaine 2% P.f.
50222026006,Calcipotriene 0.005% Cream
00006473900,Propofol
00006473900,Nitroglycerin
17478015142,Rifampin
00310027539,Rivastigmine
58177020211,Humira
58468002001,sevelamer CARBONATE
00781305714,Desogestrel-Ethinyl Estradiol
00555080802,ve
00487980125,Foradil Aerolizer
00409650901,Vancomycin
00456066270,Vesicare
10122090212,Zyflo
00338004938,Systane
50242006401,*NF* Erlotinib
00206885416,Piperacillin-Tazobactam
58177022211,Isosorb
66758001604,Phenylephrine
00430075227,Mesalamine DR
51079073320,Avodart
00409131230,Combigan
00456060010,*NF* Ceftaroline
51079025520,Vancocin
68084007001,Vancocin
58177022211,Isosorbide Mononitra
63323026201,Zytiga (Abiraterone) 250mg
63323026201,Zytiga (Abiraterone) 
00009003928,MethylPREDNISolone Sod Succ 
58177003106,Pangestyme EC
00182853489,bisacody
00182853489,bisacodyl
63323012250,Methotrexate
00054023755,Morphine Sulfate 
61703040841,Methotrexate
59762503201,GlipiZ
00904530661,Zolmitriptan
00409492134,Epinephrine 1:1000
00002445385,ZyPREXA Zydis
50242010039,dornase alfa
00406051262,OxycoDONE-Acetaminophen Elixir
62756035664,ond
62756035664,ZOFRAN ODT
68084004401,Paroxetine
00004003909,ValGANCIc
00904505359,Fentanyl Citrate
00904505359,HYDROmorphone (Dilaudid)
00904505359,Lidocaine 1%
51079075620,Stalevo 100
00597018590,Stalevo 100
00517570225,Azilect
00517571025,Mirapex ER
00406717162,Mirapex ER
00517570425,Azilect
63323026201,Mirapex
63739007910,Mirapex ER(pramipexole)
10432017002,AZILECT(rasagilne)
00904404073,Mirapex ER(pramipexole)
00338055002,Avodart
10939003722,Coenzyme Q10 Study drug
74300000533,Varenicline
00006026706,Maxalt-MLT
58768010002,diclofenac sodium
51079087020,Carbamazepine
51079087101,Lorazepam
55390014710,Ondansetron
00409490234,Phenylephrine
63402030430,Latuda
63402030430,Enablex
00338004902,potassium citrate
00338067104,potassium citrate
50242006401,Erlotinib (Tarceva)
59762093002,Erlotinib (Tarceva)
00904526161,Erlotinib (Tarceva)
00904016012,Hydrocortisone Acetate Suppository
59338077510,Feraheme
00469065773,Tacrolimus (Prograf Brand) Suspension
79511050204,Coal Tar 3% Shampoo
51672126302,Nystatin Cream
00378622001,Propranolol LA
55390013020,Heparin
50458060128,Risperidone
68084033701,LeVETiracetam Oral Solution
00904505359,Sudafed
00009454101,Pulmicort Flexhaler
00904505359,Nasonex
00597003928,Micardis
00472500360,Nysta
00054007928,balsalazide
00172428510,Savella
50474059540,LeVETiracetam Solution
50474059440,LeVETiracetam Solution
78112001103,Phenaseptic Throat Spray
00548301200,Lidocaine 
00574705050,Uroxatral
00574705050,Enablex
50458039660,Razadyne ER
00904792638,Erythromycin
00078049561,Aldesleukin
00173073002,Wellbutrin XL
49884067314,cabergoline
00182005301,Niaci
00006382310,Caspofungin *NF*
00409335601,HYDROmorphone
00409672924,Phenylephrine
54868479700,Omnipred
00603385521,Omnipred
00904404073,Aspirin 81 mg or Placebo
00904404073,Aspirin 81mg or placbo
00904404073,Aspirin 325 mg or Placebo
00182844789,Fentanyl Citrate
00182844789,Metoprolol Tartrate
00338355248,Lorazepam
00338355248,Potassium Chloride (Powder)
08290036005,Fentanyl Citrate
08290036005,Lorazepam
00013830304,Lumigan
00472003616,Peridex
33332001101,Propofol
33332001101,Fentanyl Citrate
33332001101,Fentanyl
00378616001,Proprano
00409198530,Lorazepam 2 mg syringe 
66302010101,Treprostinil Sodium
00115211101,demeclocycline
51079045420,domperidone 
63323065210,Esmolol
00004025901,MYCOPHENOLATE MOFETIL 250MG OR PLACEBO CAPS 
00004025901,MYCOPHENOLATE MOFETIL 250MG OR PLACEBO CAPSULES
00004025901,MYCOPHENOLATE MOFETIL 250MG OR PLACEBO CAPS
00004025901,MYCOPHENOLATE MOFETIL 250MG OR PLACEBO CAPSULE
00078024815,neoral
00078024815,Neoral capules
00078024815,Neoral *Study Medication*
00078024815,Neoral Study Med (*IND*)
00078024815,Neoral* Study Medication*
00409230801,Mannitol 20%
00338011704,Atropine Sulfate
00517293025,ICPKIT
00338070341,Calcium Gluconate
00904404073,Aspirin 81 mg  or placebo
00062017512,Tretinoin 0.05% Cream
17478028435,Gentamicin 0.3% Ophth. Ointment
55390056605,Diltia
55390007710,Levoxyl
42023011410,Ketamine
00168005760,Betamethasone Dipro 0.05% Lot.
58177022211,Isosorbide 
00054350049,Lidocaine Viscous 2%
10019055302,Haloperidol
10019055302,Chlorpromazine
74300000533,BenGay
00083002730,Tegretol
00173063302,LaMICtal
00054839224,Nasonex
00591577710,Nasonex
33332001101,Influenza Virus Vaccine *Latex Free*
11980002515,Artificial Tear Ointment
39822020501,Pancreaze
36000000124,metroNIDAZOLE Desensitization
00338001702,Combigan
60505056701,Dorzolamide
00781328379,Gemcitabine
68516521402,Albumin 25% (12.5g / 50mL)
51079006720,Zenpep
00093075601,Piroxicam
24208058564,Tropicamide 1 %
17478020020,Phenylephrine 2.5 % Ophth Soln
66521020002,Influenza A (H1N1) Vac 09 (PF)
00071036940,Phenyt
00003049420,Triamcinolone Acetonide
64253033335,Hep
63323026201,acetylcysteine
00008084199,acetylcysteine
00409117830,Mepe
00904224461,Docus
00121054410,Docus
62856058230,Rufinamide
00186000431,candesartan
13533064520,Gamunex/GammaKED
63402051224,Levalbuterol
10019051002,Sutent
00054023624,Sunitinib
00591577710,Sunitinib
00378041501,Diphenoxylate-Atropine
00009722402,Atgam
00338004904,halobetasol propionate
10939033733,True Omega -3 Fish Oil 409mg cap
00074612290,fenofibrate nanocrystallized
00168006460,fluocinolone
50383023210,dorzolamide
00085174701,praziquantel
49702020718,Fosamprenavir
00078036815,famciclovir
00054019813,famciclovir
63739026110,Sucralfate Enema
51079087101,Sucralfate Enema
62756035664,Ondanset
00173052600,LaMOTrigine
00904224461,Zemplar
17478020012,Phenylephrine 2.5 % Ophth Soln
68546031730,glatiramer
68546031730,Copaxone
00006473900,Lidocaine Jelly 2% (Urojet)
10019016312,Morphine Sulfate
10019016312,Norepinephrine
10019016312,Propofol
00555013809,Galantamine
00121177510,Guaifenesin-CODEINE Phosphate
00944270007,GammaGARD Liquid
68084024301,Clindamycin
00008092355,Ketorolac TroMETHamine
00051842530,Testosterone Propionate
58177020211,potass
54868277600,Phenytoin 
00004025001,Tretinoin (ATRA-All Transretinoic Acid)
00338008504,Azor
00310075239,Bystolic
00338004938,Azor
51079088120,Sucralfate
00904150061,Sucralfate
11509021217,Uroxatral
55513002304,darbepoetin alfa in polysorbat
00409339732,Ascorbate Sodium
00310040260,zafirlukast
00310040260,AccoLATE
00338001704,Dextrose 5%
33332000801,Morphine Sulfate
33332000801,Acetaminophen (Rectal)
33332000801,Haloperidol
33332000801,Lidocaine 1% P.F.
33332000801,Acetaminophen
68180012401,cephalexin
00078038566,mycophenolate sodium
00004003909,ValGANCIclo
00006482700,Varicella Virus
00182864389,simethicone
51079096620,famotidine
00256015201,Lorazepam
00574705050,Atropine Sulfate
00574705050,Aspirin
00008084199,Dextrose 50%
00172376010,Dextrose 50%
00256015201,sodium chlor
68084038801,Benztropine Mesylate
50458060228,Risperidone
68084024711,finasteride
00904552461,Lotrel
17478006235,artificial
00169750111,Insulin Aspart
00169750111,Insulin Pump (Self Administering Medication)
33332001101,Sodium Bicarbonate
68968449201,Lithium 
00054352763,Lithium Oral Solution
60432021208,pred
60432021208,predn
00093947753,GlyBURI
00121065304,Fluphenazine
00517293025,sodium chlor
63739007910,fenofibrate
51079059720,cet
00338011704,Prozac
00074621411,Divalproex (DELayed Release)
00591083960,BuPR
50383081016,Acyclovir
00182844789,Acetami
61553008348,Budesonide-Formoterol
00009766304,exemestane
00338070341,Fentanyl
00338070341,Midazolam
00472038045,Betamethasone Dipro 0.05% Cream
00008084199,Sutent
00056017075,Sutent
00574705050,Multaq
00074662411,Multaq (dronedarone)
00338008504,Multaq
00008084199,Multaq
00074662411,Dronedarone
00338004903,Sodium Chloride 0.9 % or No Intervention
00091334201,carbidopa-levodopa
63323027205,Fluphenazine
51079076820,Propofol
51079076820,Lorazepam
00258368790,diltiaz
00054019813,Famc
00054848616,Claritin
00264780010,0.9% Sodium Chloride (EXCEL BAG)
67467064301,Albumin
00074364103,Leuprolide Acetate
00904272561,Sulfameth/Trimethoprim 
00186085981,Ropivacaine 0.2%
55390000401,Midazolam
00172524160,anagrelide
63323031110,Agrylin (anagrelide) 0.5mg CAP
00172524160,Agrylin (anagrelide) 0.5mg CAP
00088222033,UroxaTRAL
10019003867,UroxaTRAL
51079045420,Uroxatral
00409490234,Ampyra
33332001001,Influenza Virus Vaccine *Latex Free*
68094019361,valproic acid (as sodium salt)
00121054410,Phenylephrine
00121054410,Fentanyl Citrate
00555098040,Fentanyl Citrate
00555098040,Propofol
61553020648,Fentanyl
00245002322,ezogabine
63323027205,Fluphenazine DECANOATE
00487980125,Janumet
61958060201,emtri
00641607325,Morphine 
00121054410,Docusate So
00004003909,Val
00009513601,Linezolid Suspension
00409492134,EPINEPHrine
00172428610,Verapamil
00338001702,Acidophilus-B.bifidum-B.longum
00007550040,albendazole
00338004904,Urelle
00517570425,Urelle
51079005520,carisoprodol
00555097102,Adderall
10939033733,fish oil
00904224461,Docusate S
10019002710,Betaseron
00121054410,Docusate S
00245002322,AmLactin
63323047820,Chloroprocaine 3% MPF
00023114501,Botox
00169183311,Novolin R
00186013701,Lidocaine 0.5% Mpf
00007440106,Nelarabine (NF)
00517571025,Fentanyl Citrate
00517571025,Albuterol 0.083% Neb Soln
63653117103,Albuterol 0.083% Neb Soln
00008084199,Nexium
00002762301,Pemetrexed
00083006130,Carbamazepine
54092017312,Carbamazepine
00083006130,Carbamazepine ER
54092017212,Carbamazepine
00032170801,Progesterone Micronized
60258000601,neut
50242010039,Dornase alfa *NF*
00121054410,norethindrone acetate
00338355248,norethindrone acetate
49502050001,epi
00409176230,Lactinex
60432046608,Dexamethasone
63323026201,Lactinex
00904516561,PHENYLEPHrine
00456066270,Magnesium Sulfate
00173068254,Glycopyrrolate
00409311831,Ascorbic Acid
51079000220,Haloperidol
66213042316,Donnatol
00409490234,Symbicort
00173024256,Culturelle
00074612390,fenofibrate nanocrystallized
65597070118,colesevelam
00056017675,Lotronex
00056017675,Carafate
00088222033,LanTUS
00409127332,Heparin
17478010112,Tropicamide 0.5% Ophth Soln
52268010001,Premarin
00597010760,Zytiga
00131247735,Vimpat
00025152531,celecoxib
58468002101,sevela
00054848616,Granulex
00121048910,Benadryl Allergy
00046087221,Estrogens Conjugated
33332001001,Lorazepam
51672412401,Carbamazep
66521020002,Influenza A (H1N1) Vaccine
00904224461,nepafenac
00904224461,Vigamox
00904224461,Durezol 0.05% drops
00338004904,Nevanac
00338004904,Vigamox
00338004904,Durezol 0.05% drops
63304052020,Cefpodo
51079041820,temazepam
00517760425,Acetylcysteine 
00029152722,Mupirocin Calcium
00409109732,Fluticasone
00527172874,Cocaine 4% Soln
63323026920,Acetaminophen (Rectal)
00338004902,Acetaminophen (Rectal)
00004003909,ValGANCIclovir Oral Solution
61958060201,Emt
00004003909,Valganc
50458058010,Rivaroxaban
00008084199,Insulin
00009513503,Insulin Humalog 75/25 Pen
00009513503,Humalog Mix 75-25
00002751001,Humalog 75/25 Pen
00409915801,Phyto
68084007965,Teriparatide
55513002304,Aranesp (polysorbate)
58980061030,urea
00517083001,xalatan
00023916330,Restasis
00023918703,bimatoprost
00054355663,methadone
00713016550,Dilaudid
00054355663,Dilaudid
